pBrand,pModel,pTitle,pURL,price
 , , , , 
#N/A,B003EM8008,"Panasonic RP-HJE120-PPK In-Ear Headphone, Black",https://www.amazon.com/Panasonic-RP-HJE120-PPK-In-Ear-Headphone-Black/dp/B003EM8008/ref=sr_1_3?ie=UTF8&qid=1488276104&sr=8-3&keywords=headphone,$10.77
