pBrand,pModel,pTitle,pURL,price
 , , , , 
#N/A,B00007KDX6,"Panasonic RF-2400 AM / FM Radio, Silver",https://www.amazon.com/Panasonic-RF-2400-AM-Radio-Silver/dp/B00007KDX6/ref=sr_1_3?ie=UTF8&qid=1488801336&sr=8-3&keywords=Radio,$31.99
