pBrand,pModel,pTitle,pURL,price
 , , , , 
#N/A,B00UB9UJBA,TCL 32S3800 32-Inch 720p Roku Smart LED TV (2015 Model),https://www.amazon.com/TCL-32S3800-32-Inch-Smart-Model/dp/B00UB9UJBA/ref=sr_1_1?s=tv&ie=UTF8&qid=1488526957&sr=1-1&keywords=TV,$169.99
